fa_atr,fa_rep,fa_sol,fa_intra_atr_xover4,fa_intra_rep_xover4,fa_intra_sol_xover4,lk_ball,lk_ball_iso,lk_ball_bridge,lk_ball_bridge_uncpl,fa_elec,fa_intra_elec,pro_close,hbond_sr_bb,hbond_lr_bb,hbond_bb_sc,hbond_sc,dslf_fa13,omega,fa_dun_dev,fa_dun_rot,fa_dun_semi,p_aa_pp,hxl_tors,ref,rama_prepro,total_score,all_cst,corrected_ddg,L_SASA,substrate_SASA,H2O_hbond,O2_hbond,oxy_hbond,cms,cms_per_atom,sc,nlr_dE,nlr_totrms,nlr_SR1_rms,nlr_SR2_rms,nlr_SR3_rms,score_per_res,description
-1492.669,224.97,1070.196,-85.729,69.435,60.216,658.887,1618.839,6.606,42.528,-528.99,-68.226,1.753,-130.34,-67.839,-35.642,-31.733,0.0,45.037,54.436,169.06,281.738,-102.51,50.419,-48.923,41.667,-804.622,0.751,-21.343,0.188,50.661,0.0,0.0,0.0,225.401,5.78,0.738,5.161,0.391,1.615,1.003,1.765,-3.143,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1488.254,225.574,1078.389,-85.267,146.702,60.32,660.998,1620.612,6.32,38.812,-536.719,-67.342,1.662,-129.648,-69.842,-36.78,-35.207,0.0,43.492,57.285,170.911,281.893,-100.559,46.341,-50.05,44.258,-758.876,0.772,-17.706,0.225,74.324,0.0,1.0,0.0,203.388,5.215,0.688,3.632,0.379,1.611,0.768,1.899,-2.964,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1501.998,230.066,1067.351,-87.614,81.327,59.965,658.214,1616.682,5.855,36.264,-525.47,-66.26,1.813,-131.214,-68.659,-33.426,-33.565,0.0,49.325,54.4,189.456,258.644,-98.927,50.092,-48.29,63.856,-789.714,1.226,-20.733,0.111,45.703,0.0,1.0,0.0,269.733,6.916,0.789,12.444,0.643,1.256,0.55,1.523,-3.085,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1502.384,231.074,1076.678,-87.925,81.961,61.176,661.883,1620.926,5.993,37.338,-529.224,-68.575,1.78,-130.832,-67.993,-33.347,-34.068,0.0,47.858,52.668,191.305,264.29,-98.166,47.893,-50.528,67.698,-781.235,1.453,-19.788,0.11,45.49,0.0,1.0,0.0,260.042,6.668,0.755,11.42,0.65,0.508,1.091,1.535,-3.052,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1486.928,229.696,1062.621,-86.539,73.154,61.188,652.114,1609.087,6.435,40.253,-522.324,-69.33,1.777,-130.137,-68.953,-33.176,-30.783,0.0,46.719,49.536,180.551,259.041,-102.262,50.14,-45.064,61.351,-793.243,1.375,-20.908,0.135,61.146,0.0,1.0,0.0,253.178,6.492,0.78,13.13,0.641,0.359,1.053,1.54,-3.099,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1497.852,228.745,1074.527,-86.798,71.333,61.309,658.58,1621.029,6.209,38.362,-527.912,-68.17,1.82,-130.111,-68.457,-34.002,-32.544,0.0,46.705,49.019,176.238,269.977,-99.022,50.044,-48.929,70.817,-790.616,1.891,-18.139,0.132,56.675,0.0,1.0,0.0,253.259,6.494,0.761,9.82,0.836,0.447,1.024,0.314,-3.088,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1482.373,225.867,1081.346,-86.415,149.756,61.602,657.731,1614.89,7.075,43.674,-522.842,-68.187,1.81,-131.143,-66.703,-35.552,-35.138,0.0,50.299,60.711,175.209,280.52,-100.838,57.382,-60.878,48.366,-724.669,1.09,-13.547,0.288,100.044,0.0,0.0,0.0,202.633,5.196,0.625,-50.214,0.97,1.72,0.645,1.806,-2.831,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1490.296,228.102,1061.621,-86.424,153.089,61.812,656.182,1613.926,6.263,39.588,-519.096,-66.735,1.804,-131.577,-69.02,-35.251,-32.288,0.0,51.898,55.674,168.708,286.561,-101.625,44.273,-43.059,45.174,-743.208,0.375,-12.992,0.254,66.53,0.0,0.0,0.0,185.774,4.763,0.685,-43.114,0.67,1.769,0.573,1.832,-2.903,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1486.307,226.136,1090.811,-87.291,77.435,61.837,665.833,1620.79,5.754,37.935,-536.462,-66.219,1.74,-130.334,-69.841,-34.295,-35.635,0.0,41.296,49.665,183.926,265.418,-101.092,59.236,-71.995,50.499,-790.623,0.253,-18.214,0.186,39.126,0.0,2.0,1.0,239.958,6.153,0.673,11.798,0.321,1.533,0.746,1.578,-3.088,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1490.631,227.215,1104.37,-88.163,73.655,63.409,668.985,1630.424,5.907,39.5,-541.11,-66.61,1.709,-129.561,-68.099,-33.669,-37.79,0.0,43.861,50.819,184.948,263.736,-100.356,62.94,-73.894,49.888,-784.153,1.096,-14.868,0.166,55.273,0.0,0.0,0.0,234.773,6.02,0.749,5.674,0.293,1.611,1.057,0.845,-3.063,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1496.508,230.75,1074.915,-86.143,152.124,59.129,664.945,1619.593,6.332,38.234,-535.384,-65.524,1.759,-130.667,-70.367,-33.15,-31.445,0.0,48.98,50.485,178.461,266.596,-99.589,58.55,-50.346,66.299,-738.242,2.822,-19.91,0.097,16.672,0.0,2.0,1.0,273.804,7.021,0.687,9.861,0.73,3.17,0.765,1.572,-2.884,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1507.055,232.075,1087.519,-85.73,151.351,59.827,670.047,1632.463,6.336,41.597,-541.167,-64.833,1.881,-130.7,-70.612,-32.419,-34.849,0.0,50.515,56.216,173.622,275.245,-100.919,63.515,-62.309,65.495,-744.421,2.38,-17.96,0.113,17.252,0.0,1.0,0.0,260.161,6.671,0.647,8.879,0.354,1.787,0.742,1.623,-2.908,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1489.004,227.49,1078.776,-87.008,72.334,60.97,662.219,1617.98,5.703,35.642,-533.887,-68.148,1.716,-131.719,-67.868,-34.703,-35.852,0.0,44.819,53.172,180.782,260.093,-99.591,56.297,-57.56,54.237,-797.058,0.574,-22.042,0.13,63.871,0.0,1.0,0.0,228.007,5.846,0.612,11.918,0.749,1.629,1.18,0.961,-3.114,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1494.153,227.257,1087.854,-88.898,77.423,62.66,666.227,1624.789,5.668,36.735,-534.863,-65.538,1.803,-131.646,-67.473,-34.762,-40.325,0.0,40.506,52.508,181.075,261.797,-100.817,62.943,-61.734,52.137,-792.531,0.537,-22.332,0.137,65.543,0.0,1.0,0.0,256.056,6.566,0.708,10.48,0.729,1.581,1.133,1.724,-3.096,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1488.867,225.562,1089.034,-86.873,81.902,62.231,667.596,1627.929,5.971,37.786,-536.531,-68.067,1.717,-130.19,-67.215,-34.905,-37.87,0.0,39.619,49.85,184.729,265.891,-99.783,53.126,-61.2,53.099,-788.056,0.262,-19.9,0.171,34.112,0.0,1.0,0.0,286.082,7.335,0.676,13.55,0.374,1.56,0.687,0.715,-3.078,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1492.873,225.636,1097.072,-86.632,81.665,61.137,667.698,1630.606,6.342,42.39,-530.88,-68.963,1.757,-131.341,-67.657,-35.149,-36.776,0.0,39.552,51.784,188.21,264.234,-100.225,56.786,-68.479,54.738,-783.883,0.259,-18.621,0.175,36.176,0.0,2.0,1.0,277.781,7.123,0.687,11.257,0.32,1.557,0.698,1.551,-3.062,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1495.552,230.474,1071.798,-87.11,81.051,60.824,664.768,1614.479,5.99,36.074,-536.326,-67.192,1.836,-132.089,-72.863,-34.446,-33.93,0.0,47.878,55.034,170.702,282.511,-99.126,58.79,-57.722,65.813,-784.496,0.721,-17.747,0.176,30.849,0.0,1.0,0.0,231.309,5.931,0.65,5.486,0.346,1.728,0.548,1.533,-3.064,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1498.199,230.529,1057.68,-87.094,81.607,59.752,660.648,1608.827,5.747,35.502,-528.598,-67.386,1.896,-132.07,-71.627,-33.898,-33.609,0.0,48.061,55.022,176.943,270.562,-100.88,55.833,-46.94,65.91,-791.313,2.347,-20.943,0.104,31.742,0.0,1.0,0.0,245.088,6.284,0.651,10.263,0.645,1.683,0.799,1.595,-3.091,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_3_0_6_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1462.639,223.146,1020.746,-88.928,80.951,60.966,641.46,1579.124,7.03,47.77,-507.705,-64.296,1.35,-131.903,-68.547,-31.214,-33.611,0.0,45.747,47.972,157.437,285.865,-94.979,41.653,-39.025,47.209,-800.216,0.37,-25.804,0.131,32.346,0.0,1.0,0.0,243.896,6.254,0.691,15.722,0.711,1.656,3.999,0.506,-3.138,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1461.59,226.479,1015.6,-88.276,79.465,60.547,637.886,1572.826,7.342,49.529,-504.836,-63.834,1.398,-132.14,-67.23,-32.606,-31.816,0.0,48.038,42.466,156.885,292.832,-98.209,39.886,-38.104,40.692,-803.53,0.486,-24.514,0.156,45.236,0.0,0.0,0.0,228.741,5.865,0.688,14.16,0.758,1.722,4.01,0.563,-3.151,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1465.744,229.622,1018.37,-89.082,162.427,60.913,644.2,1584.405,6.686,46.281,-511.064,-65.828,1.422,-130.964,-67.278,-34.387,-33.809,0.0,48.934,48.29,163.719,294.814,-98.201,41.529,-30.484,41.961,-745.043,0.919,-24.314,0.163,57.191,0.0,1.0,0.0,254.0,6.513,0.665,-28.864,0.626,1.69,1.076,0.666,-2.922,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1464.41,230.283,1014.76,-88.924,157.002,60.747,640.509,1581.11,6.576,45.937,-507.657,-65.682,1.396,-131.714,-68.2,-33.998,-32.349,0.0,46.265,43.118,165.715,293.669,-99.612,41.51,-31.677,39.009,-756.019,1.013,-23.501,0.172,55.377,0.0,1.0,0.0,238.136,6.106,0.682,-29.595,0.751,1.7,4.059,0.633,-2.965,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1467.959,224.697,1039.95,-91.317,82.7,64.461,642.244,1590.649,6.914,46.003,-511.805,-68.611,1.753,-132.85,-67.628,-32.386,-33.027,0.0,45.928,46.551,166.829,306.928,-98.111,37.345,-48.948,48.559,-787.769,0.585,-25.913,0.108,31.029,0.0,1.0,0.0,254.095,6.515,0.641,11.218,0.641,1.567,1.568,1.748,-3.089,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1466.144,226.942,1030.546,-91.538,85.707,64.307,635.903,1584.164,7.032,48.297,-505.683,-69.016,1.762,-132.774,-66.456,-30.643,-33.201,0.0,44.87,48.912,164.166,305.893,-100.146,37.374,-47.02,48.697,-789.389,0.63,-26.806,0.109,29.712,0.0,1.0,0.0,255.44,6.55,0.593,10.513,0.904,1.587,0.881,1.0,-3.096,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1468.872,230.24,1043.846,-89.693,84.016,62.362,647.996,1593.467,6.655,45.485,-520.088,-70.434,1.585,-130.261,-66.639,-33.318,-32.603,0.0,58.267,53.925,162.286,303.372,-102.51,41.875,-45.897,43.951,-776.878,1.046,-29.144,0.107,20.121,0.0,2.0,1.0,258.684,6.633,0.745,20.243,0.711,0.833,3.758,0.644,-3.047,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1463.555,228.623,1035.488,-88.38,81.666,61.549,643.244,1584.935,7.165,49.471,-515.672,-68.109,1.525,-131.106,-64.652,-34.929,-35.319,0.0,55.206,54.854,163.403,297.086,-99.457,41.718,-46.186,44.02,-784.166,0.942,-32.011,0.116,23.768,0.0,2.0,1.0,272.81,6.995,0.763,21.803,0.785,0.895,3.781,0.641,-3.075,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1476.442,232.09,1021.609,-88.784,85.775,60.433,640.041,1582.362,6.069,42.905,-497.108,-69.081,1.708,-128.637,-65.544,-29.67,-31.832,0.0,55.473,54.288,157.875,296.775,-104.142,47.176,-41.929,44.019,-777.433,1.084,-27.795,0.094,19.838,0.0,2.0,1.0,270.616,6.939,0.741,15.826,0.523,1.226,1.609,0.969,-3.049,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1470.31,231.651,1011.792,-87.935,82.812,59.098,636.689,1573.577,6.882,49.672,-497.628,-66.153,1.67,-128.111,-63.801,-30.252,-32.833,0.0,55.018,49.328,159.531,290.998,-102.449,42.099,-35.473,45.411,-786.454,1.333,-28.527,0.103,28.702,0.0,2.0,1.0,261.54,6.706,0.781,17.798,0.422,1.174,1.619,0.954,-3.084,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1471.6,231.584,1044.305,-87.9,80.141,61.347,649.436,1593.135,7.142,50.458,-510.932,-69.061,3.205,-134.212,-67.649,-33.121,-36.076,0.0,59.743,45.44,156.18,286.177,-102.15,49.65,-63.744,51.101,-805.269,0.891,-24.557,0.136,54.585,0.0,1.0,0.0,249.441,6.396,0.763,14.664,0.561,1.649,1.577,0.663,-3.158,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1467.584,230.785,1036.517,-86.636,76.716,60.02,647.825,1588.713,7.091,50.036,-507.457,-68.654,3.313,-135.033,-67.377,-33.622,-33.208,0.0,57.181,44.82,158.494,280.937,-104.25,45.038,-55.789,48.036,-808.7,0.617,-24.657,0.127,46.295,0.0,1.0,0.0,248.629,6.375,0.736,15.026,0.382,1.653,1.584,0.511,-3.171,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1474.941,228.968,1034.737,-89.124,79.665,61.119,645.71,1591.102,7.689,54.043,-500.829,-68.462,2.225,-132.471,-67.652,-32.822,-34.653,0.0,55.634,44.284,152.633,293.376,-101.132,48.013,-56.593,42.611,-810.377,0.714,-25.747,0.133,51.944,0.0,1.0,0.0,259.82,6.662,0.736,13.789,0.474,1.657,1.584,0.691,-3.178,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
-1473.239,230.963,1030.509,-89.406,79.253,60.936,648.357,1591.4,7.18,52.421,-505.083,-67.716,2.051,-132.543,-67.845,-31.894,-35.614,0.0,52.714,45.356,152.375,290.434,-101.436,45.31,-46.185,49.938,-805.466,1.019,-26.667,0.122,47.599,0.0,1.0,0.0,257.363,6.599,0.745,15.927,0.551,1.654,1.598,0.551,-3.159,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_3
-1461.03,234.698,1017.446,-88.774,80.387,62.361,638.494,1576.935,6.837,48.762,-501.308,-68.252,2.686,-131.603,-66.654,-26.997,-35.63,0.0,46.636,48.597,169.422,275.761,-102.778,39.487,-35.587,41.59,-792.184,1.672,-24.917,0.151,31.427,0.0,1.0,0.0,247.12,6.336,0.685,17.065,0.727,1.294,1.653,0.545,-3.107,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_4
-1476.997,231.154,1013.561,-89.657,81.941,62.263,641.662,1581.679,6.814,47.587,-509.166,-67.744,2.575,-132.829,-68.236,-28.842,-35.7,0.0,49.316,46.141,161.743,287.566,-101.265,34.882,-23.945,45.656,-811.861,1.633,-27.124,0.155,24.297,0.0,1.0,0.0,235.025,6.026,0.768,18.11,0.535,1.732,1.631,0.696,-3.184,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_5
-1476.034,228.675,1032.789,-90.694,79.567,62.758,640.359,1586.876,7.897,53.922,-500.922,-67.839,1.948,-134.17,-68.787,-29.735,-33.387,0.0,55.487,46.863,156.983,292.834,-95.636,49.957,-51.029,51.759,-795.181,1.095,-27.611,0.115,21.817,0.0,2.0,1.0,274.332,7.034,0.731,12.3,0.52,1.705,1.574,0.857,-3.118,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_6
-1476.503,228.399,1045.881,-90.719,79.766,63.052,640.664,1593.097,7.572,51.601,-508.625,-65.602,1.952,-134.461,-68.317,-29.982,-38.646,0.0,52.138,47.1,160.653,299.57,-94.816,49.249,-58.362,49.486,-796.408,0.975,-27.127,0.125,24.44,0.0,2.0,1.0,262.43,6.729,0.685,10.888,0.398,1.685,1.512,0.842,-3.123,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_7
-1471.584,232.055,1026.602,-87.782,158.271,59.915,647.073,1585.761,6.688,45.712,-512.242,-66.666,1.947,-133.369,-67.166,-33.574,-34.65,0.0,53.593,47.32,161.782,277.253,-96.742,42.502,-42.592,44.288,-767.352,0.468,-28.233,0.121,21.861,0.0,2.0,1.0,246.551,6.322,0.746,-22.628,0.991,1.67,1.583,1.141,-3.009,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_8
-1466.24,229.408,1026.701,-87.717,158.542,59.866,643.142,1580.254,6.776,45.18,-509.746,-65.413,1.789,-133.527,-67.175,-32.288,-32.923,0.0,50.054,45.058,166.593,276.687,-97.223,42.441,-44.301,43.616,-760.62,0.691,-28.617,0.103,22.921,0.0,2.0,1.0,255.578,6.553,0.739,-22.932,0.742,1.664,1.544,1.129,-2.983,zn_hydrolase_PSZ_H_H_H_1_63_0_0-atomized-bb-False_0_inp_4_0_1_model_4_ptm_seed_0_unrelaxed_PSZ_1_9
-1188.698,172.298,894.59,-75.82,63.986,53.748,524.468,1298.194,3.639,27.017,-424.022,-48.184,1.197,-117.48,-35.038,-23.29,-38.992,0.0,31.025,41.563,138.867,275.086,-89.472,31.934,-90.465,28.223,-627.976,5.078,-29.239,0.003,-0.0,0.0,0.0,0.0,326.614,8.375,0.78,17.705,0.423,1.664,0.324,0.889,-3.048,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_0
-1199.168,174.626,895.721,-77.403,66.056,54.259,526.819,1301.571,3.574,26.018,-425.86,-48.061,1.142,-118.556,-34.333,-22.281,-41.459,0.0,28.29,44.195,149.446,273.93,-87.1,29.475,-91.213,29.401,-631.878,4.076,-29.474,0.0,-0.0,0.0,0.0,0.0,330.967,8.486,0.725,16.192,0.693,1.634,0.378,0.953,-3.067,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_1
-1205.921,179.773,903.496,-76.825,65.05,55.708,527.154,1315.78,4.389,33.33,-430.085,-51.59,1.68,-116.318,-33.721,-31.466,-34.088,0.0,32.308,43.153,135.79,294.393,-86.247,31.957,-96.237,36.336,-632.132,8.167,-33.192,0.001,-0.0,0.0,0.0,0.0,323.195,8.287,0.717,21.282,0.693,1.634,0.021,1.822,-3.069,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_2
-1201.15,181.21,896.558,-76.485,63.78,55.754,522.065,1306.655,4.541,34.284,-422.676,-51.23,1.335,-115.83,-32.622,-31.97,-32.731,0.0,33.144,47.183,136.668,293.58,-84.372,31.997,-101.634,36.395,-626.591,8.969,-32.74,0.0,0.0,0.0,0.0,0.0,317.489,8.141,0.67,27.329,0.838,1.653,0.054,0.727,-3.042,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_3
-1199.4,181.215,882.508,-77.635,68.64,54.452,524.175,1299.629,4.285,31.689,-415.424,-45.953,1.268,-116.365,-31.751,-24.392,-34.353,0.0,32.685,39.795,137.185,276.571,-89.191,30.337,-83.224,28.819,-622.548,5.503,-30.066,0.004,0.041,0.0,0.0,0.0,327.315,8.393,0.661,18.123,0.731,1.687,0.82,0.825,-3.022,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_4
-1194.144,178.76,879.821,-74.501,64.072,52.566,523.983,1295.558,4.127,30.51,-417.318,-47.911,1.24,-118.301,-32.127,-22.177,-35.052,0.0,32.791,42.211,133.305,271.59,-85.818,30.04,-83.899,29.609,-629.101,5.572,-30.136,0.003,0.002,0.0,0.0,0.0,331.566,8.502,0.667,20.097,0.417,1.694,0.863,0.804,-3.054,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_5
-1196.181,178.655,883.943,-76.357,64.933,55.067,520.589,1298.739,4.422,34.508,-419.088,-52.961,1.357,-116.936,-31.672,-25.947,-38.331,0.0,29.476,37.13,134.83,286.85,-83.6,32.204,-94.322,38.675,-638.015,11.198,-31.895,0.011,2.169,0.0,1.0,0.0,315.941,8.101,0.708,21.252,0.615,1.635,0.0,0.619,-3.097,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_6
-1201.735,178.202,890.861,-76.969,65.036,55.34,524.52,1304.408,4.555,35.666,-420.053,-53.759,1.331,-116.558,-31.449,-25.974,-42.219,0.0,30.957,38.476,134.172,290.74,-82.78,32.464,-94.782,39.26,-636.489,11.515,-34.17,0.004,1.167,0.0,1.0,0.0,326.379,8.369,0.731,21.292,0.577,1.621,0.0,0.646,-3.09,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_7
-1206.203,177.221,914.124,-75.941,62.466,55.479,528.672,1319.744,4.487,34.699,-420.9,-51.826,1.243,-116.425,-31.173,-28.767,-41.087,0.0,30.736,38.996,137.321,296.254,-84.223,28.749,-100.515,31.716,-627.576,11.697,-32.026,0.001,0.531,0.0,1.0,0.0,334.703,8.582,0.737,19.077,0.706,1.641,0.0,0.687,-3.046,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_8
-1199.919,176.597,898.915,-76.286,64.718,55.403,525.867,1310.435,4.361,34.722,-419.508,-52.226,1.245,-116.092,-31.822,-28.521,-39.132,0.0,27.39,36.937,138.494,289.754,-85.279,31.21,-95.043,32.232,-631.814,13.086,-30.993,0.01,1.786,0.0,1.0,0.0,323.011,8.282,0.736,19.758,0.463,1.622,0.0,0.621,-3.067,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_0_9
-1194.628,172.416,912.042,-78.806,68.548,58.29,522.099,1312.531,4.312,32.647,-432.022,-49.325,2.035,-116.85,-32.071,-23.952,-37.485,0.0,25.731,42.592,150.13,281.324,-90.878,27.984,-99.653,26.031,-629.178,10.29,-30.47,0.01,3.723,0.0,0.0,0.0,319.691,8.197,0.673,25.113,0.475,1.602,0.0,3.676,-3.054,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_0
-1195.133,173.457,908.624,-78.143,67.381,56.513,524.307,1304.413,3.718,30.053,-428.162,-49.255,1.722,-117.188,-30.789,-25.757,-35.469,0.0,27.777,41.743,154.611,284.451,-87.837,28.232,-101.527,24.185,-617.877,10.81,-30.118,0.007,3.599,0.0,0.0,0.0,304.015,7.795,0.692,23.039,0.366,1.61,0.233,1.031,-2.999,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_1
-1196.203,173.719,908.166,-77.227,72.345,56.012,528.017,1315.292,4.066,30.68,-426.31,-46.854,1.456,-118.698,-33.329,-26.581,-37.867,0.0,25.178,41.834,153.575,277.563,-85.167,34.801,-99.803,30.859,-614.594,10.485,-27.103,0.008,-0.0,0.0,0.0,0.0,310.437,7.96,0.735,12.864,0.8,1.624,0.163,3.673,-2.983,zn_hydrolase_PSZ_H_H_H_1_63_0_1-atomized-bb-False_0_inp_3_0_3_model_4_ptm_seed_0_unrelaxed_PSZ_1_2
